Number,NPs EOR Method,NPs Concentration(ppm),Polymer Concentration(ppm),NPs Type,NPs Size(nm),Brine Salinity(ppm),API Gravity,Initial Oil Saturation,Viscosity(cp),Temperature,Prosity(%),Permeability(mD),Rock Type,PV injection,EOR,PV injection (ture),EOR (true),EOR after waterflooding,Paper Number,NPs EOR Method (Numeric),NPs Type (Numeric),Rock Type (Numeric),Class
501,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,1.0768,37.835,1.0768,37.835,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
502,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,1.1195,38.7399,1.1195,38.7399,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
503,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,1.1633,40.0373,1.1633,40.0373,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
504,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,1.1979,40.9121,1.1979,40.9121,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
505,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,1.2307,42.1338,1.2307,42.1338,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
506,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,1.2976,42.9934,1.2976,42.9934,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
507,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,1.3351,43.8827,1.3351,43.8827,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
508,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,1.3902,44.5316,1.3902,44.5316,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
509,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,1.4187,45.3462,1.4187,45.3462,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
510,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,1.4756,45.9794,1.4756,45.9794,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
511,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,1.4971,47.0656,1.4971,47.0656,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
512,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,1.5185,47.8803,1.5185,47.8803,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
513,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,1.549,48.6465,1.549,48.6465,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
514,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,1.6345,49.1977,1.6345,49.1977,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
515,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,1.7106,49.689,1.7106,49.689,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
516,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,1.7675,50.4127,1.7675,50.4127,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
517,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,1.8375,51.502,1.8375,51.502,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
518,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,1.9229,51.9811,1.9229,51.9811,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
519,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,2.0308,52.2168,2.0308,52.2168,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
520,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,2.1151,52.2206,2.1151,52.2206,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
521,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,2.2006,52.4469,2.2006,52.4469,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
522,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,2.286,52.818,2.286,52.818,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
523,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,2.3722,53.3938,2.3722,53.3938,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
524,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,2.4292,54.208,2.4292,54.208,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
525,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,2.4506,54.9321,2.4506,54.9321,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
526,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,2.4933,55.7465,2.4933,55.7465,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
527,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,2.5147,56.651,2.5147,56.651,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
528,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,2.5787,56.6517,2.5787,56.6517,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
529,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,2.6279,56.8472,2.6279,56.8472,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
530,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,2.692,56.9679,2.692,56.9679,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
531,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,2.7779,57.192,2.7779,57.192,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
532,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,2.8522,57.6245,2.8522,57.6245,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
