Number,NPs EOR Method,NPs Concentration(ppm),Polymer Concentration(ppm),NPs Type,NPs Size(nm),Brine Salinity(ppm),API Gravity,Initial Oil Saturation,Viscosity(cp),Temperature,Prosity(%),Permeability(mD),Rock Type,PV injection,EOR,PV injection (ture),EOR (true),EOR after waterflooding,Paper Number,NPs EOR Method (Numeric),NPs Type (Numeric),Rock Type (Numeric),Class
1008,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.8066,55,31,17000,Sand Stone,5.1609,67.5043,4.1587,19.4562,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
1009,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.8066,55,31,17000,Sand Stone,5.219,67.5066,4.2168,19.4585,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
1010,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.8066,55,31,17000,Sand Stone,5.2772,67.509,4.275,19.4609,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
1011,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.8066,55,31,17000,Sand Stone,5.3354,67.5113,4.3332,19.4632,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
1012,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.8066,55,31,17000,Sand Stone,5.3935,67.5136,4.3913,19.4655,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
1013,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.8066,55,31,17000,Sand Stone,5.4517,67.5159,4.4495,19.4678,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
1014,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.8066,55,31,17000,Sand Stone,5.5099,67.5183,4.5077,19.4702,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
1015,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.8066,55,31,17000,Sand Stone,5.568,67.5206,4.5658,19.4725,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
1016,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.8066,55,31,17000,Sand Stone,5.6262,67.5229,4.624,19.4748,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
1017,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.8066,55,31,17000,Sand Stone,5.6844,67.5252,4.6822,19.4771,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
1018,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.8066,55,31,17000,Sand Stone,5.7425,67.5275,4.7403,19.4794,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
1019,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.8066,55,31,17000,Sand Stone,5.8007,67.5345,4.7985,19.4864,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
1020,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.8066,55,31,17000,Sand Stone,5.8588,67.5368,4.8566,19.4887,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
1021,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.8066,55,31,17000,Sand Stone,5.9073,67.5388,4.9051,19.4907,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
1022,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.8066,55,31,17000,Sand Stone,5.9849,67.5419,4.9827,19.4938,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
1023,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,1.0138,46.9012,0,0,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1024,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,1.0255,48.0737,0.0117,1.1725,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1025,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,1.0609,49.0787,0.0471,2.1775,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1026,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,1.1081,50.5863,0.0943,3.6851,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1027,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,1.167,51.4238,0.1532,4.5226,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1028,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,1.2024,52.9313,0.1886,6.0301,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1029,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,1.2613,53.9363,0.2475,7.0351,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1030,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,1.3084,54.7739,0.2946,7.8727,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1031,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,1.3674,55.7789,0.3536,8.8777,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1032,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,1.4381,56.6164,0.4243,9.7152,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1033,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,1.4971,57.6214,0.4833,10.7202,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1034,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,1.6031,58.6265,0.5893,11.7253,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1035,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,1.6857,59.464,0.6719,12.5628,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1036,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,1.7682,60.134,0.7544,13.2328,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1037,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,1.8389,61.139,0.8251,14.2378,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1038,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,1.9096,61.9765,0.8958,15.0753,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1039,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,2.0039,62.4791,0.9901,15.5779,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1040,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,2.0864,62.8141,1.0726,15.9129,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1041,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,2.2043,63.3166,1.1905,16.4154,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1042,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,2.275,63.8191,1.2612,16.9179,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1043,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,2.4401,64.3216,1.4263,17.4204,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1044,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,2.499,64.6566,1.4852,17.7554,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1045,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,2.5933,65.1591,1.5795,18.2579,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1046,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,2.6758,65.4941,1.662,18.5929,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1047,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,2.7348,65.6616,1.721,18.7604,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1048,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,2.8291,65.8291,1.8153,18.9279,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1049,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,2.947,66.3317,1.9332,19.4305,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1050,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,3.0413,66.3317,2.0275,19.4305,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1051,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,3.1473,66.6667,2.1335,19.7655,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1052,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,3.2417,66.8342,2.2279,19.933,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1053,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,3.3713,67.1692,2.3575,20.268,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1054,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,3.4656,67.1692,2.4518,20.268,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1055,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,3.5599,67.3367,2.5461,20.4355,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1056,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,3.666,67.5042,2.6522,20.603,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1057,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,3.7603,67.6717,2.7465,20.7705,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1058,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,3.8428,67.6717,2.829,20.7705,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1059,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,3.9725,68.1742,2.9587,21.273,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1060,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,4.0432,68.1742,3.0294,21.273,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1061,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,4.1847,68.1742,3.1709,21.273,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1062,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,4.2554,68.5092,3.2416,21.608,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1063,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,4.3379,68.5092,3.3241,21.608,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1064,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,4.4322,69.0117,3.4184,22.1105,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1065,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,4.5501,69.0117,3.5363,22.1105,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1066,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,4.6326,69.0117,3.6188,22.1105,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1067,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,4.7151,69.0117,3.7013,22.1105,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1068,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,4.8448,69.0117,3.831,22.1105,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1069,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,4.9273,69.1792,3.9135,22.278,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1070,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,5.0334,69.1792,4.0196,22.278,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1071,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,5.1631,69.1792,4.1493,22.278,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1072,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,5.2809,69.1792,4.2671,22.278,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1073,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,5.387,69.1792,4.3732,22.278,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1074,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,5.4931,69.1792,4.4793,22.278,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1075,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,5.611,69.1792,4.5972,22.278,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1076,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,5.7289,69.1792,4.7151,22.278,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1077,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,5.835,69.3467,4.8212,22.4455,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1078,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,1.0588,25,31,17000,Sand Stone,5.9057,69.3467,4.8919,22.4455,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1079,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,1.0138,46.9012,0,0,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1080,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,1.0255,48.0737,0.0117,1.1725,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1081,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,1.0609,49.0787,0.0471,2.1775,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1082,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,1.1081,50.5863,0.0943,3.6851,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1083,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,1.167,51.4238,0.1532,4.5226,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1084,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,1.2024,52.9313,0.1886,6.0301,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1085,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,1.2613,53.9363,0.2475,7.0351,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1086,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,1.3084,54.7739,0.2946,7.8727,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1087,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,1.3556,55.9464,0.3418,9.0452,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1088,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,1.4028,57.1189,0.389,10.2177,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1089,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,1.4499,58.124,0.4361,11.2228,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1090,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,1.4971,58.9615,0.4833,12.0603,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1091,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,1.5324,59.6315,0.5186,12.7303,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1092,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,1.6031,60.6365,0.5893,13.7353,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1093,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,1.6857,61.6415,0.6719,14.7403,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1094,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,1.7564,62.4791,0.7426,15.5779,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1095,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,1.8153,63.3166,0.8015,16.4154,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1096,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,1.8743,64.1541,0.8605,17.2529,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1097,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,1.9568,64.9916,0.943,18.0904,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1098,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,2.0393,65.3266,1.0255,18.4254,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1099,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,2.1218,65.9966,1.108,19.0954,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1100,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,2.1925,66.3317,1.1787,19.4305,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,1
1101,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,2.275,67.0017,1.2612,20.1005,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1102,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,2.3458,67.3367,1.332,20.4355,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1103,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,2.4637,68.0067,1.4499,21.1055,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1104,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,2.5462,68.3417,1.5324,21.4405,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1105,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,2.6169,68.8442,1.6031,21.943,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1106,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,2.7466,69.3467,1.7328,22.4455,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1107,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,2.8644,69.6817,1.8506,22.7805,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1108,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,2.947,70.1843,1.9332,23.2831,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1109,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,3.0413,70.1843,2.0275,23.2831,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1110,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,3.1473,70.6868,2.1335,23.7856,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1111,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,3.2299,70.6868,2.2161,23.7856,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1112,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,3.336,71.0218,2.3222,24.1206,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1113,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,3.4538,71.3568,2.44,24.4556,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1114,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,3.5481,71.5243,2.5343,24.6231,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1115,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,3.6424,71.6918,2.6286,24.7906,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1116,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,3.7367,71.6918,2.7229,24.7906,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1117,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,3.831,71.6918,2.8172,24.7906,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
1118,Fe3O4@PNIPAM,1000,1000,Fe3O4,50,5000,58,100,0.9381,35,31,17000,Sand Stone,3.9253,71.6918,2.9115,24.7906,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,2,1,1,2
